173-20160429-07-000041.txt,9,2,1
173-20160429-07-000021.txt,3,2,1
173-20160429-07-000030.txt,2,1,1
173-20160429-07-000014.txt,4,3,1
173-20160429-07-000050.txt,9,1,3
173-20160429-07-000029.txt,2,1,1
173-20160429-07-000019.txt,5,2,1
173-20160429-07-000007.txt,3,2,2
173-20160429-07-000028.txt,3,1,1
173-20160429-07-000016.txt,3,4,1
173-20160429-07-000035.txt,3,1,1
173-20160429-07-000027.txt,3,2,1
173-20160429-07-000020.txt,4,2,1
173-20160429-07-000033.txt,2,1,1
173-20160429-07-000009.txt,4,2,1
173-20160429-07-000046.txt,11,2,2
173-20160429-07-000015.txt,3,3,1
173-20160429-07-000010.txt,6,2,1
173-20160429-07-000026.txt,3,2,1
173-20160429-07-000008.txt,2,2,2
173-20160429-07-000047.txt,10,2,2
173-20160429-07-000017.txt,3,3,1
173-20160429-07-000038.txt,5,2,1
173-20160429-07-000045.txt,11,1,2
173-20160429-07-000036.txt,3,2,1
173-20160429-07-000003.txt,3,1,1
173-20160429-07-000025.txt,3,2,1
173-20160429-07-000031.txt,2,1,1
173-20160429-07-000023.txt,4,1,1
173-20160429-07-000048.txt,10,2,2
173-20160429-07-000001.txt,4,1,1
173-20160429-07-000006.txt,3,1,1
173-20160429-07-000018.txt,5,2,1
173-20160429-07-000034.txt,3,1,1
173-20160429-07-000040.txt,8,2,1
173-20160429-07-000037.txt,5,2,1
173-20160429-07-000042.txt,11,2,2
173-20160429-07-000004.txt,2,1,1
173-20160429-07-000032.txt,2,1,1
173-20160429-07-000022.txt,3,2,1
398-20160429-07-000073.txt,12,0,9
398-20160429-07-000043.txt,11,1,8
398-20160429-07-000016.txt,9,0,6
398-20160429-07-000044.txt,11,0,8
398-20160429-07-000132.txt,11,0,6
398-20160429-07-000067.txt,13,0,9
398-20160429-07-000002.txt,9,1,6
398-20160429-07-000061.txt,12,0,9
398-20160429-07-000092.txt,2,2,5
398-20160429-07-000066.txt,13,0,9
398-20160429-12-000028.txt,17,0,3
398-20160429-07-000144.txt,13,0,6
398-20160429-07-000141.txt,13,0,6
398-20160429-07-000137.txt,12,0,6
398-20160429-07-000079.txt,12,0,9
398-20160429-07-000133.txt,12,0,6
398-20160429-07-000112.txt,11,0,6
398-20160429-07-000128.txt,12,0,6
398-20160429-07-000019.txt,6,0,7
398-20160429-12-000037.txt,17,0,4
398-20160429-12-000014.txt,18,0,2
398-20160429-07-000063.txt,11,0,9
398-20160429-07-000031.txt,11,0,6
398-20160429-07-000106.txt,16,0,5
398-20160429-07-000053.txt,12,0,8
398-20160429-07-000004.txt,12,1,8
398-20160429-12-000042.txt,17,2,4
398-20160429-07-000049.txt,12,0,8
398-20160429-12-000032.txt,17,0,3
398-20160429-07-000070.txt,13,0,9
398-20160429-07-000022.txt,8,0,6
398-20160429-07-000119.txt,12,0,6
398-20160429-07-000051.txt,11,0,8
398-20160429-12-000012.txt,17,0,3
398-20160429-07-000142.txt,13,0,6
398-20160429-07-000075.txt,12,0,9
398-20160429-07-000087.txt,0,1,7
398-20160429-07-000040.txt,10,1,8
398-20160429-07-000006.txt,14,0,5
398-20160429-07-000005.txt,12,1,7
398-20160429-07-000028.txt,11,0,5
398-20160429-07-000060.txt,11,0,9
398-20160429-07-000138.txt,12,0,6
398-20160429-07-000048.txt,12,0,8
398-20160429-07-000118.txt,11,0,6
398-20160429-12-000044.txt,17,0,2
398-20160429-07-000103.txt,17,0,5
398-20160429-07-000072.txt,12,0,9
398-20160429-07-000125.txt,11,0,6
398-20160429-07-000115.txt,11,0,6
398-20160429-12-000018.txt,16,0,3
398-20160429-07-000129.txt,11,0,6
398-20160429-12-000016.txt,18,0,3
398-20160429-12-000029.txt,16,0,2
398-20160429-12-000008.txt,15,0,4
398-20160429-12-000015.txt,18,0,2
398-20160429-07-000086.txt,3,1,7
398-20160429-12-000013.txt,19,0,3
398-20160429-12-000009.txt,15,0,3
398-20160429-07-000076.txt,12,0,9
398-20160429-07-000064.txt,12,0,9
398-20160429-07-000123.txt,11,0,6
398-20160429-07-000025.txt,14,0,5
398-20160429-07-000054.txt,12,0,8
398-20160429-12-000017.txt,16,0,3
398-20160429-07-000120.txt,12,0,6
398-20160429-07-000038.txt,10,1,8
398-20160429-12-000030.txt,16,0,3
398-20160429-07-000029.txt,11,0,5
398-20160429-07-000095.txt,8,1,4
398-20160429-07-000045.txt,11,0,8
398-20160429-07-000058.txt,13,0,8
398-20160429-07-000107.txt,15,0,5
398-20160429-12-000007.txt,14,0,4
398-20160429-07-000015.txt,11,0,6
398-20160429-07-000023.txt,8,0,7
398-20160429-07-000100.txt,13,0,4
398-20160429-07-000030.txt,11,0,5
398-20160429-07-000116.txt,11,0,6
398-20160429-12-000026.txt,15,0,2
398-20160429-07-000098.txt,14,0,4
398-20160429-12-000036.txt,17,0,2
398-20160429-07-000139.txt,12,0,6
398-20160429-12-000034.txt,17,0,3
398-20160429-07-000094.txt,5,2,5
398-20160429-12-000038.txt,17,0,4
398-20160429-07-000130.txt,11,0,6
398-20160429-07-000146.txt,12,0,6
398-20160429-12-000039.txt,18,1,4
398-20160429-07-000059.txt,12,0,8
398-20160429-07-000096.txt,9,1,4
398-20160429-07-000039.txt,11,1,8
398-20160429-12-000020.txt,17,0,2
398-20160429-07-000101.txt,14,0,5
398-20160429-07-000134.txt,11,0,6
398-20160429-12-000045.txt,18,0,4
398-20160429-07-000036.txt,10,0,8
398-20160429-12-000003.txt,18,1,2
398-20160429-07-000001.txt,9,1,7
398-20160429-07-000033.txt,10,0,7
398-20160429-07-000003.txt,9,1,6
398-20160429-07-000082.txt,9,0,9
398-20160429-12-000040.txt,17,1,4
398-20160429-07-000062.txt,11,0,9
398-20160429-07-000091.txt,1,2,4
398-20160429-07-000136.txt,11,0,6
398-20160429-07-000127.txt,12,0,6
398-20160429-12-000031.txt,17,0,3
398-20160429-07-000041.txt,10,1,8
398-20160429-12-000043.txt,17,0,4
398-20160429-07-000147.txt,12,0,6
398-20160429-07-000020.txt,9,0,8
398-20160429-07-000032.txt,10,0,7
398-20160429-07-000148.txt,12,0,6
398-20160429-07-000081.txt,10,0,8
398-20160429-12-000041.txt,17,1,4
398-20160429-07-000143.txt,12,0,6
398-20160429-07-000131.txt,11,0,6
398-20160429-07-000140.txt,13,0,6
398-20160429-07-000084.txt,8,0,6
398-20160429-07-000057.txt,12,0,8
398-20160429-07-000009.txt,14,0,5
398-20160429-07-000085.txt,6,0,6
398-20160429-07-000078.txt,12,0,9
398-20160429-07-000077.txt,12,0,9
398-20160429-07-000108.txt,13,0,4
398-20160429-07-000113.txt,11,0,6
398-20160429-12-000001.txt,18,1,1
398-20160429-07-000047.txt,12,0,8
398-20160429-07-000110.txt,11,0,4
398-20160429-07-000104.txt,16,0,5
398-20160429-07-000021.txt,9,0,6
398-20160429-07-000012.txt,10,0,7
398-20160429-07-000008.txt,14,0,5
398-20160429-07-000065.txt,12,0,9
398-20160429-12-000021.txt,21,0,2
398-20160429-07-000093.txt,2,2,5
398-20160429-07-000027.txt,13,0,4
398-20160429-07-000026.txt,13,0,5
398-20160429-07-000056.txt,12,0,8
398-20160429-12-000035.txt,17,0,3
398-20160429-07-000126.txt,11,0,6
398-20160429-07-000071.txt,12,0,9
398-20160429-12-000022.txt,20,0,2
